Scenario,ID,owner_id,lcstate,org_ids,stream_def_id,persist_metadata,persist_data,geo_constraint_id,coordinate_system_id,contact_ids,dp/name,dp/description,dp/processing_level_code,dp/quality_control_level,dp/ISO_spatial_representation_type,dp/ooi_short_name,dp/ooi_product_name,obsolete/available_formats,dp/license_uri,dp/exclusive_rights_status,dp/exclusive_rights_end_date,dp/exclusive_rights_notes,param_dict_type,parent
R2_DEMO,DPROD19,USER_1,DEPLOYED_PRIVATE,MF_3,StreamDef19,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator PRACSAL L2,OOI Core L2 Calculated Practical Salinity from the SBE37SMP Simulator on Beta Demonstration Platform,L2,b,textTable,PRACSAL,Salinity,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
R2_DEMO,DPROD20,USER_1,INTEGRATED_DISCOVERABLE,MF_3,StreamDef20,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator DENSITY L2,OOI Core L2 Calculated Density from the SBE37SMP Simulator on Beta Demonstration Platform,L2,b,textTable,DENSITY,Density,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
R2_DEMO,DPROD21,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef11,TRUE,TRUE,GEO1,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator 2 Raw,Raw stream from SBE37 simulator Replacement,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
R2_DEMO,DPROD22,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef12,TRUE,TRUE,GEO1,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator 2 Parsed,Parsed Stream from SBE37 simulator Replacement,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
R2_DEMO,EEDP1,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef12,TRUE,TRUE,GEO2,SUBMERGED,"J_ORCUTT,T_AMPE",CTD Parsed EER2,Parsed Stream from SBE37 simulator Replacement,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
R2_DEMO,EEDP2,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef11,TRUE,TRUE,GEO2,SUBMERGED,"J_ORCUTT,T_AMPE",CTD Raw EER2,Raw Stream from SBE37 simulator Replacement,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
R2_DEMO,EEDP3,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef12,TRUE,FALSE,GEO2,SUBMERGED,"J_ORCUTT,T_AMPE",CTD subsite DP EER2,Parsed Stream from SBE37 simulator Replacement,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
disable,EEDP4,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef11,TRUE,TRUE,GEO2,SUBMERGED,"J_ORCUTT,T_AMPE",CTD Raw subsite EER2,Raw Stream from SBE37 simulator Replacement,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
R2_DEMO,DPROD23,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef22,TRUE,TRUE,GEO2,SUBMERGED,"J_ORCUTT,T_AMPE",Matplotlib graphs,These graphs are generated on a scheduled timer event,Matplotlib_graph,b,NA,,,png,,Public,,,graph_image_param_dict,
BETA,DP_PD3,USER_1,DEPLOYED_AVAILABLE,MF_3,SD_PLATFORM1,TRUE,TRUE,GEO1,SUBMERGED,"M_MANAGER,O_OWNERREP",Platform Engineering Data,RSN Platform Engineering Data from Beta Demonstration Platform,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,platform_eng_parsed,
DEVS,DP_ID5,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef24,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PARAD parsed from device ID5,Stream from PARAD instrument at UW,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,parad_parsed,
PRESF,DP_ID6_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF raw from device ID6,Raw PRESF Stream from seabird26plus instrument at Woods Hole,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
PRESF,DP_ID6,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef25,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF Parsed Tide Measurements from device ID6,PRESF Stream from seabird26plus instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,presf_tide_measurement,
PRESF,DP_ID13,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef25,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF L0 absolute_pressure from Tide Measurements,PRESF L0 absolute_pressure from seabird26plus instrument at Woods Hole,L0,a,textTable,,,"csv,netcdf",,Public,,,presf_tide_measurement,
PRESF,DP_ID14,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef34,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF L1 seafloor_pressure from Tide Measurements,PRESF  L1 seafloor_pressure from seabird26plus instrument at Woods Hole,L1,a,textTable,,,"csv,netcdf",,Public,,,presf_tide_converted,
DEVS,DP_ID5_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PARAD raw from device ID5,Raw Stream from PARAD instrument at UW,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
DEVS,DP_ID8,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef26,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",TRHPH parsed from device ID8,Stream from TRHPH instrument at UW,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,trhph_parsed,
VOID,DP_ID9,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef27,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST parsed from device ID9,Stream from PREST instrument at UW,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_parsed,
DEVS,DP_ID10,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef28,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",VELPT parsed from device ID10,Stream from VELPT instrument at UW,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,velpt_parsed,
DEVS,DP_ID11,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef29,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",NUTNR parsed from device ID11,Stream from NUTNR instrument at UCSD,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,nutnr_parsed,
DEVS,DP_ID8_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",TRHPH raw from device ID6,Raw Stream from TRHPH instrument at UW,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
PREST,DP_ID9_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST raw from device ID9,Raw Stream from PREST instrument at UW,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
absolute_pressure,DP_ID10_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",VELPT raw from device ID8,Raw Stream from VELPT instrument at UW,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
DEVS,DP_ID11_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",NUTNR raw from device ID9,Raw Stream from NUTNR instrument at UCSD,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
BETA,DP_ID12_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef30,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Raw,Raw stream from SBE37SMP instrument at UCSD on Beta Demonstration Platform,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
BETA,DP_ID12,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef31,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Parsed,Parsed Stream from SBE37SMP instrument at UCSD on Beta Demonstration Platform,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
NOSE,DP_TEST_L0,USER_1,DEPLOYED_AVAILABLE,MF_TEST,StreamDef11,TRUE,TRUE,GEO1,SUBMERGED,"M_MANAGER,O_OWNERREP",Test DP L0 CTD,Raw stream from SBE37 simulator on Beta Demonstration Platform,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
NOSE,DT_TEST_L1,USER_1,DEPLOYED_AVAILABLE,MF_TEST,StreamDef16,TRUE,FALSE,GEO1,SUBMERGED,"M_MANAGER,O_OWNERREP",Test DP L1 conductivity,OOI Core L1 Conductivity Data Product from the SBE37SMP Simulator on Beta Demonstration Platform,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
NOSE,DP_TEST_EXT,USER_1,DEPLOYED_AVAILABLE,MF_TEST,StreamDef106,TRUE,TRUE,GEO1,SUBMERGED,"M_MANAGER,O_OWNERREP",Test DP for External CTD Dataset,Test DP for External Dataset,L1,b,textTable,,,"csv,netcdf",,Public,,,nose_acm_external,
BETA,DPROD24,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef13,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP CONDWAT L0,OOI Core L0 Conductivity Data Product from the SBE37SMP on Beta Demonstration Platform,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD25,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef14,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP TEMPWAT L0,OOI Core L0 Temperature Data Product from the SBE37SMP on Beta Demonstration Platform,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD26,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef15,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP PRESWAT L0,OOI Core L0 Pressure Data Product from the SBE37SMP on Beta Demonstration Platform,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD27,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef16,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP CONDWAT L1,OOI Core L1 Conductivity Data Product from the SBE37SMP on Beta Demonstration Platform,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD28,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef17,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP TEMPWAT L1,OOI Core L1 Temperature Data Product from the SBE37SMP on Beta Demonstration Platform,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD29,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef18,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP PRESWAT L1,OOI Core L1 Pressure Data Product from the SBE37SMP on Beta Demonstration Platform,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD30,USER_1,DEPLOYED_PRIVATE,MF_3,StreamDef19,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP PRACSAL L2,OOI Core L2 Calculated Practical Salinity from the SBE37SMP on Beta Demonstration Platform,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA,DPROD31,USER_1,INTEGRATED_DISCOVERABLE,MF_3,StreamDef20,TRUE,TRUE,GEO3,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP DENSITY L2,OOI Core L2 Calculated Density from the SBE37SMP on Beta Demonstration Platform,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD41,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef11,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha Raw,Raw stream from SBE37 simulator on Alpha System,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
ALPHA_SYS,DPROD42,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef12,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha Parsed,Parsed Stream from SBE37 simulator on Alpha System,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD43,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef13,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha CONDWAT L0,OOI Core L0 Conductivity Data Product from the SBE37SMP Simulator on Alpha System,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD44,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef14,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha TEMPWAT L0,OOI Core L0 Temperature Data Product from the SBE37SMP Simulator on Alpha System,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD45,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef15,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha PRESWAT L0,OOI Core L0 Pressure Data Product from the SBE37SMP Simulator on Alpha System,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD46,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef16,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha CONDWAT L1,OOI Core L1 Conductivity Data Product from the SBE37SMP Simulator on Alpha System,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD47,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef17,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha TEMPWAT L1,OOI Core L1 Temperature Data Product from the SBE37SMP Simulator on Alpha System,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD48,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef18,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha PRESWAT L1,OOI Core L1 Pressure Data Product from the SBE37SMP Simulator on Alpha System,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD49,USER_1,DEPLOYED_PRIVATE,MF_3,StreamDef19,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha PRACSAL L2,OOI Core L2 Calculated Practical Salinity from the SBE37SMP Simulator on Alpha System,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
ALPHA_SYS,DPROD50,USER_1,INTEGRATED_DISCOVERABLE,MF_3,StreamDef20,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Alpha DENSITY L2,OOI Core L2 Calculated Density from the SBE37SMP Simulator on Alpha System,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD51,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef11,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta Raw,Raw stream from SBE37 simulator on Beta System,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
BETA_SYS,DPROD52,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef12,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta Parsed,Parsed Stream from SBE37 simulator on Beta System,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD53,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef13,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta CONDWAT L0,OOI Core L0 Conductivity Data Product from the SBE37SMP Simulator on Beta System,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD54,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef14,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta TEMPWAT L0,OOI Core L0 Temperature Data Product from the SBE37SMP Simulator on Beta System,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD55,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef15,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta PRESWAT L0,OOI Core L0 Pressure Data Product from the SBE37SMP Simulator on Beta System,L0,a,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD56,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef16,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta CONDWAT L1,OOI Core L1 Conductivity Data Product from the SBE37SMP Simulator on Beta System,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD57,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef17,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta TEMPWAT L1,OOI Core L1 Temperature Data Product from the SBE37SMP Simulator on Beta System,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD58,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef18,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta PRESWAT L1,OOI Core L1 Pressure Data Product from the SBE37SMP Simulator on Beta System,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD59,USER_1,DEPLOYED_PRIVATE,MF_3,StreamDef19,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta PRACSAL L2,OOI Core L2 Calculated Practical Salinity from the SBE37SMP Simulator on Beta System,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
BETA_SYS,DPROD60,USER_1,INTEGRATED_DISCOVERABLE,MF_3,StreamDef20,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE37SMP Simulator Beta DENSITY L2,OOI Core L2 Calculated Density from the SBE37SMP Simulator on Beta System,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_parsed_param_dict,
IDK,DPROD_IDK_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,SD_IDK_RAW,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",IDK Device Output Raw,Raw stream from driver under development,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
IDK,DPROD_IDK_PARSED,USER_1,DEPLOYED_AVAILABLE,MF_3,UNKNOWN,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",IDK Device Output Parsed,Parsed Stream from driver under development,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,UNKNOWN,
PRESF,DPROD61,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef32,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF Operating Status,PRESF Operating Status from seabird26plus instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,presf_operating_status,
PRESF,DPROD62,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef33,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF Calibration Coefficients,PRESF Calibration Coefficients from seabird26plus instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,presf_calibration_coefficients,
VOID,DPROD63,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef34,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF L1 Seafloor Pressure from Wave Burst Measurements,"Seafloor Pressure (SFLPRES_L1) from the SBE 26plus parsed wave burst measurements
",L1,a,textTable,,,"csv,netcdf",,Public,,,presf_tide_converted,
PRESF,DPROD64,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef87,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF Parsed Wave Burst Measurements from device ID6,PRESF Stream from seabird26plus instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,presf_wave_burst,
VOID,DPROD65,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef87,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF L0 absolute_pressure from Wave Burst,PRESF L0 absolute_pressure from seabird26plus instrument at Woods Hole,L0,a,textTable,,,"csv,netcdf",,Public,,,presf_wave_burst,
PRESF,DPROD66,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef88,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",PRESF Parsed Wave Burst Computed Statistics,PRESF  computed wave statistics from seabird26plus instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,presf_wave_statistics,
PREST,DPROD67,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef49,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST Real Time Data,PREST Real Time data from SBE 54 Tsunami Pressure Sensor instrument at RSN,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_real_time,
PREST,DPROD68,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef50,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST Reference Oscillator,PREST Reference Oscillator data from SBE 54 Tsunami Pressure Sensor instrument at RSN,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_reference_oscillator,
